Datetime,Fuel Cell Power 
27-01-2021 04:00,1413.0
11-11-2019 07:00,1474.0
19-10-2020 11:00,1587.0
18-06-2018 01:00,1558.0
19-03-2022 11:00,1486.0
23-06-2022 16:00,1970.0
06-04-2020 13:00,1533.0
06-07-2019 00:00,1516.0
15-05-2019 11:00,1848.0
05-03-2019 13:00,1920.0
21-03-2022 19:00,1462.0
13-04-2018 03:00,1235.0
05-07-2018 00:00,1885.0
09-12-2019 00:00,1553.0
09-10-2019 11:00,1575.0
22-07-2020 00:00,1671.0
17-12-2021 23:00,1525.0
21-10-2020 21:00,1533.0
31-08-2022 12:00,1831.0
06-05-2020 10:00,1669.0
15-12-2018 01:00,1562.0
27-02-2022 03:00,1301.0
20-10-2018 16:00,1446.0
12-09-2022 04:00,1080.0
09-12-2021 15:00,1795.0
28-10-2018 00:00,1419.0
11-08-2022 04:00,1346.0
07-01-2019 09:00,2175.0
20-06-2018 12:00,1859.0
29-12-2018 20:00,1727.0
10-12-2019 06:00,1532.0
14-10-2017 12:00,1422.0
19-04-2018 13:00,1780.0
17-11-2018 23:00,1442.0
29-06-2020 10:00,1584.0
04-05-2018 08:00,1245.0
01-02-2020 22:00,1690.0
27-04-2019 04:00,1165.0
16-01-2021 11:00,1627.0
22-06-2022 00:00,1620.0
10-02-2021 20:00,1936.0
12-06-2020 18:00,2604.0
21-05-2019 17:00,1824.0
05-03-2021 16:00,1442.0
09-03-2022 21:00,1539.0
09-03-2021 04:00,1136.0
15-01-2021 13:00,1692.0
07-08-2022 20:00,1645.0
25-03-2022 23:00,1308.0
08-02-2019 09:00,1833.0
22-02-2021 18:00,1518.0
24-12-2018 08:00,1595.0
18-06-2020 02:00,1433.0
05-07-2021 01:00,1371.0
20-07-2020 17:00,2584.0
04-04-2022 10:00,1488.0
22-10-2019 04:00,1251.0
29-12-2018 11:00,1539.0
08-04-2020 05:00,1152.0
15-09-2020 22:00,1702.0
01-06-2018 05:00,1503.0
21-07-2019 04:00,1412.0
24-01-2021 14:00,1664.0
24-07-2018 02:00,1558.0
05-11-2017 07:00,1605.0
04-12-2020 21:00,1655.0
27-06-2019 05:00,1491.0
12-08-2020 04:00,1423.0
09-11-2018 19:00,1628.0
27-12-2018 09:00,1738.0
11-09-2019 11:00,1993.0
19-01-2022 14:00,1640.0
10-07-2020 08:00,1626.0
08-01-2018 10:00,1878.0
31-03-2022 20:00,1451.0
28-02-2020 01:00,1730.0
04-12-2017 02:00,1300.0
24-06-2019 06:00,1614.0
02-01-2021 11:00,1573.0
28-10-2021 07:00,1396.0
25-03-2018 16:00,1763.0
22-02-2018 04:00,1626.0
24-10-2021 04:00,1160.0
26-05-2019 08:00,1176.0
11-03-2022 13:00,1637.0
26-09-2020 05:00,1213.0
18-07-2022 07:00,1587.0
08-05-2019 06:00,1332.0
26-08-2020 12:00,1656.0
03-04-2021 01:00,1280.0
10-01-2022 15:00,1782.0
03-04-2021 08:00,1317.0
03-09-2019 09:00,1792.0
12-05-2019 14:00,1891.0
24-03-2021 20:00,1502.0
28-02-2021 23:00,1336.0
30-11-2017 21:00,1708.0
24-10-2018 09:00,1726.0
24-09-2020 08:00,1497.0
25-10-2020 11:00,1278.0
11-04-2021 08:00,1462.0
01-08-2018 19:00,2182.0
04-06-2020 07:00,1448.0
06-07-2020 15:00,2167.0
03-11-2020 18:00,1610.0
28-12-2020 18:00,1786.0
03-12-2020 01:00,1307.0
29-06-2019 14:00,2065.0
27-03-2018 23:00,1684.0
07-11-2021 08:00,1443.0
03-01-2021 19:00,1747.0
20-05-2021 12:00,1553.0
02-11-2019 02:00,1240.0
09-12-2020 11:00,1695.0
31-12-2021 14:00,1569.0
05-04-2019 11:00,1572.0
28-10-2019 12:00,1707.0
22-01-2019 07:00,2062.0
25-12-2017 22:00,1555.0
06-09-2021 10:00,1742.0
01-05-2021 14:00,1361.0
16-08-2022 05:00,1460.0
05-02-2019 13:00,1950.0
27-10-2020 03:00,1197.0
21-05-2022 20:00,1552.0
03-06-2020 04:00,1206.0
12-03-2019 05:00,1362.0
05-05-2019 16:00,1595.0
28-12-2019 15:00,1523.0
17-09-2021 17:00,1879.0
06-07-2019 19:00,1662.0
15-11-2021 08:00,1501.0
23-10-2019 15:00,1631.0
25-08-2021 19:00,2636.0
13-03-2022 02:00,1466.0
19-08-2020 22:00,2378.0
11-10-2019 11:00,1367.0
13-01-2018 16:00,1402.0
05-08-2021 13:00,2414.0
29-09-2018 07:00,1235.0
15-03-2018 05:00,1504.0
29-04-2018 06:00,1279.0
11-07-2019 07:00,1490.0
30-04-2020 14:00,1546.0
04-07-2022 02:00,1483.0
15-12-2017 20:00,1745.0
16-06-2020 00:00,1900.0
17-01-2018 18:00,1877.0
12-10-2019 23:00,1356.0
23-06-2018 23:00,2204.0
26-07-2022 17:00,2191.0
05-11-2017 04:00,1338.0
14-12-2018 04:00,1498.0
25-12-2017 15:00,1473.0
17-04-2018 05:00,1263.0
26-11-2019 18:00,1833.0
11-06-2021 04:00,1313.0
22-01-2020 01:00,1541.0
24-11-2021 06:00,1273.0
12-06-2022 21:00,2263.0
03-01-2022 23:00,1465.0
10-12-2020 06:00,1354.0
22-12-2019 14:00,1739.0
03-03-2020 06:00,1691.0
09-05-2022 03:00,1120.0
24-10-2017 02:00,1277.0
01-11-2019 19:00,1550.0
19-07-2020 01:00,1873.0
29-04-2021 15:00,1475.0
27-08-2020 11:00,1703.0
20-01-2018 06:00,1299.0
18-12-2020 16:00,1709.0
01-07-2019 00:00,2010.0
23-04-2018 23:00,1500.0
14-01-2021 14:00,1735.0
11-05-2020 23:00,1898.0
14-09-2021 14:00,2118.0
26-06-2019 21:00,2113.0
02-06-2018 07:00,1494.0
29-10-2019 05:00,1210.0
15-12-2018 11:00,1768.0
16-09-2022 12:00,1544.0
01-04-2020 04:00,1289.0
04-02-2021 11:00,1645.0
16-11-2021 08:00,1495.0
18-03-2020 15:00,1686.0
26-11-2018 20:00,1939.0
30-08-2019 09:00,1468.0
11-08-2021 14:00,2727.0
19-12-2021 04:00,1484.0
06-04-2022 01:00,1162.0
24-03-2019 12:00,1916.0
25-10-2019 17:00,1400.0
09-02-2018 21:00,1771.0
13-08-2021 23:00,2134.0
16-12-2021 01:00,1748.0
17-01-2021 04:00,1351.0
20-06-2020 07:00,1370.0
08-05-2021 06:00,1051.0
28-09-2022 22:00,1500.0
05-10-2020 00:00,1219.0
07-07-2018 14:00,1967.0
07-02-2022 11:00,1576.0
20-08-2020 11:00,2197.0
25-12-2018 22:00,1681.0
09-09-2021 23:00,1910.0
04-07-2019 11:00,1582.0
16-07-2022 03:00,1328.0
06-06-2019 13:00,1773.0
08-01-2018 06:00,1622.0
19-09-2019 13:00,1668.0
07-05-2022 02:00,1124.0
06-10-2021 16:00,1672.0
08-03-2019 02:00,1439.0
04-05-2019 01:00,1198.0
16-12-2017 17:00,1644.0
31-08-2022 16:00,1913.0
30-03-2021 14:00,1547.0
24-02-2018 02:00,1463.0
20-05-2019 14:00,1607.0
21-03-2018 05:00,1573.0
10-03-2021 10:00,1508.0
03-04-2021 05:00,1239.0
08-09-2020 02:00,1627.0
02-07-2021 23:00,1398.0
10-06-2021 12:00,1684.0
28-10-2019 03:00,1233.0
07-11-2017 03:00,1428.0
19-01-2021 22:00,1944.0
05-06-2020 08:00,1565.0
23-01-2018 11:00,2109.0
19-12-2021 19:00,1974.0
29-06-2021 13:00,1737.0
04-10-2017 16:00,1771.0
09-05-2022 16:00,1484.0
26-06-2019 19:00,2266.0
04-03-2022 19:00,1589.0
03-07-2019 02:00,1720.0
23-01-2019 00:00,1919.0
16-07-2019 18:00,1868.0
12-03-2019 22:00,1903.0
17-10-2019 17:00,1596.0
24-08-2020 10:00,1851.0
25-05-2022 19:00,1532.0
18-12-2019 16:00,1893.0
01-08-2018 15:00,2170.0
01-07-2018 22:00,2050.0
20-07-2022 23:00,2136.0
26-02-2022 12:00,1485.0
14-04-2020 11:00,1573.0
15-07-2021 10:00,1980.0
23-09-2018 20:00,1645.0
07-03-2022 03:00,1186.0
20-10-2018 21:00,1568.0
28-11-2020 07:00,1176.0
28-07-2021 00:00,2002.0
14-12-2017 11:00,1818.0
17-01-2020 17:00,1531.0
09-01-2022 08:00,1949.0
01-10-2019 04:00,1113.0
11-08-2020 18:00,2346.0
20-08-2021 23:00,2032.0
14-03-2021 11:00,1499.0
09-11-2017 13:00,1751.0
17-12-2018 21:00,2023.0
29-03-2018 14:00,1635.0
01-11-2020 20:00,1452.0
27-06-2020 04:00,1358.0
04-11-2017 17:00,1577.0
10-12-2021 01:00,1527.0
22-05-2021 22:00,1365.0
18-08-2022 07:00,1751.0
10-03-2021 18:00,1533.0
19-04-2019 04:00,1201.0
19-12-2018 23:00,1703.0
29-08-2022 11:00,1626.0
17-10-2019 18:00,1565.0
22-09-2019 05:00,1223.0
03-02-2022 11:00,1826.0
22-02-2018 08:00,1899.0
26-01-2018 02:00,1619.0
08-03-2020 17:00,1450.0
28-12-2020 11:00,1670.0
08-04-2018 04:00,1195.0
09-06-2020 07:00,1540.0
07-06-2018 09:00,1664.0
11-06-2022 21:00,2010.0
22-06-2019 16:00,1891.0
09-10-2017 01:00,1332.0
05-07-2020 19:00,1899.0
31-08-2022 10:00,1686.0
23-11-2020 10:00,1699.0
22-11-2017 07:00,1423.0
09-10-2018 14:00,1683.0
24-01-2019 19:00,2205.0
17-06-2022 23:00,1984.0
16-11-2020 20:00,1594.0
20-02-2018 09:00,2006.0
30-11-2019 01:00,1294.0
31-03-2018 18:00,1451.0
06-07-2019 09:00,1316.0
28-04-2018 05:00,1121.0
09-09-2022 20:00,1352.0
13-03-2022 00:00,1553.0
08-05-2020 16:00,2188.0
24-04-2022 19:00,1380.0
04-06-2020 14:00,1879.0
17-04-2018 23:00,1538.0
09-03-2022 08:00,1535.0
02-05-2020 19:00,1362.0
24-10-2018 04:00,1369.0
02-10-2018 06:00,1389.0
13-06-2020 10:00,1820.0
10-02-2022 20:00,1778.0
15-02-2021 08:00,1777.0
05-05-2021 11:00,1470.0
01-06-2021 20:00,2290.0
10-06-2021 23:00,1696.0
05-01-2022 20:00,1934.0
29-04-2021 22:00,1392.0
05-12-2017 03:00,1328.0
16-04-2021 16:00,1332.0
04-11-2021 06:00,1202.0
16-09-2020 09:00,1588.0
17-10-2021 06:00,1258.0
05-01-2019 20:00,1780.0
25-03-2019 13:00,1823.0
24-11-2018 05:00,1474.0
09-03-2021 13:00,1561.0
31-08-2018 00:00,1945.0
11-10-2017 17:00,1698.0
03-01-2020 18:00,1710.0
08-05-2021 23:00,1245.0
03-03-2022 12:00,1730.0
30-05-2022 08:00,1452.0
28-01-2021 20:00,1796.0
20-01-2021 02:00,1676.0
22-11-2017 17:00,1372.0
25-06-2021 12:00,1974.0
26-03-2019 18:00,1849.0
10-02-2020 19:00,1931.0
14-02-2020 04:00,1589.0
11-12-2019 12:00,1889.0
12-02-2022 23:00,1483.0
25-11-2021 18:00,1531.0
28-11-2019 11:00,1653.0
27-07-2019 23:00,1801.0
10-02-2021 15:00,1809.0
18-07-2022 10:00,1941.0
15-11-2021 06:00,1319.0
30-12-2017 11:00,1677.0
24-05-2021 07:00,1271.0
08-01-2019 10:00,2139.0
15-02-2018 10:00,1782.0
17-07-2018 21:00,2552.0
20-09-2020 05:00,1174.0
11-10-2018 19:00,1597.0
20-03-2021 16:00,1444.0
25-08-2021 11:00,2187.0
29-01-2020 20:00,1984.0
12-01-2022 08:00,1557.0
29-11-2018 00:00,1611.0
14-03-2022 19:00,1810.0
29-07-2022 22:00,1600.0
28-06-2021 15:00,2335.0
01-08-2020 20:00,1985.0
21-06-2022 17:00,2085.0
29-10-2018 17:00,1684.0
15-05-2022 00:00,1178.0
20-11-2021 03:00,1273.0
10-06-2018 07:00,1681.0
13-10-2020 11:00,1636.0
16-12-2017 19:00,1758.0
04-11-2019 21:00,1616.0
26-12-2019 19:00,1671.0
05-12-2021 14:00,1612.0
18-10-2017 19:00,1736.0
22-03-2022 03:00,1265.0
02-10-2017 07:00,1463.0
10-07-2022 18:00,1832.0
22-02-2019 02:00,1445.0
28-01-2021 16:00,1694.0
06-04-2019 17:00,1420.0
28-07-2021 13:00,2121.0
28-03-2021 07:00,1290.0
15-06-2021 11:00,1762.0
07-11-2020 06:00,1150.0
26-01-2019 18:00,2021.0
19-10-2017 11:00,1686.0
09-07-2018 20:00,2374.0
18-04-2022 07:00,1290.0
02-07-2020 23:00,1597.0
15-10-2018 06:00,1327.0
29-01-2020 17:00,1925.0
27-10-2019 06:00,1284.0
16-12-2021 22:00,1883.0
10-03-2019 12:00,1830.0
14-06-2020 16:00,2145.0
30-06-2022 05:00,1406.0
09-09-2022 03:00,1094.0
21-12-2020 02:00,1331.0
02-04-2020 03:00,1226.0
28-02-2022 06:00,1365.0
08-02-2018 07:00,1748.0
14-06-2020 20:00,2163.0
09-02-2021 03:00,1303.0
20-03-2022 15:00,1514.0
24-09-2019 07:00,1398.0
05-01-2022 15:00,1853.0
15-03-2019 13:00,1594.0
26-06-2018 08:00,1808.0
26-05-2020 04:00,1416.0
25-12-2019 19:00,1496.0
19-08-2022 17:00,1940.0
22-07-2022 14:00,1948.0
22-05-2018 11:00,2136.0
27-11-2018 20:00,1942.0
28-08-2022 08:00,1455.0
20-06-2022 07:00,1360.0
03-04-2020 17:00,1380.0
21-07-2021 00:00,1657.0
16-11-2018 09:00,1462.0
03-05-2019 16:00,1378.0
08-09-2021 07:00,1818.0
01-10-2018 15:00,1870.0
29-11-2017 13:00,1777.0
22-04-2021 00:00,1257.0
11-02-2018 04:00,1398.0
28-04-2018 01:00,1216.0
29-11-2018 12:00,1705.0
23-11-2019 01:00,1401.0
30-06-2020 06:00,1352.0
04-07-2022 01:00,1572.0
18-01-2019 08:00,1701.0
21-11-2018 19:00,1805.0
15-10-2017 10:00,1697.0
09-10-2020 20:00,1551.0
28-04-2019 18:00,1549.0
16-12-2018 21:00,2065.0
11-01-2021 03:00,1476.0
01-03-2022 07:00,1380.0
24-07-2019 00:00,1744.0
26-05-2020 20:00,2117.0
11-04-2018 19:00,1727.0
15-01-2019 11:00,1900.0
11-03-2022 00:00,1511.0
20-06-2022 15:00,1892.0
05-09-2021 05:00,1178.0
22-05-2018 13:00,2308.0
26-09-2022 10:00,1834.0
11-07-2021 03:00,1324.0
08-03-2018 13:00,1879.0
06-12-2021 19:00,1784.0
12-06-2022 08:00,1639.0
20-09-2020 09:00,1288.0
02-09-2021 04:00,1246.0
21-06-2022 18:00,2088.0
30-05-2020 03:00,1438.0
25-04-2021 23:00,1436.0
27-01-2022 08:00,1702.0
02-01-2018 13:00,1902.0
10-06-2022 12:00,1576.0
07-12-2019 09:00,1522.0
13-08-2021 22:00,2270.0
28-04-2022 19:00,1489.0
16-12-2019 10:00,1755.0
15-03-2022 00:00,1650.0
24-06-2019 03:00,1590.0
24-04-2022 01:00,1127.0
17-11-2017 06:00,1439.0
25-10-2020 13:00,1297.0
21-08-2018 10:00,1854.0
11-10-2019 19:00,1376.0
17-03-2022 13:00,1685.0
22-09-2022 21:00,1887.0
15-09-2021 10:00,1598.0
27-01-2021 23:00,1693.0
17-03-2021 10:00,1484.0
17-08-2022 11:00,2070.0
02-12-2017 02:00,1295.0
24-09-2020 18:00,1938.0
06-08-2020 18:00,1832.0
10-08-2018 09:00,1555.0
09-08-2021 10:00,1897.0
08-11-2017 17:00,1748.0
13-06-2018 00:00,1902.0
27-05-2020 02:00,1490.0
06-11-2017 15:00,1706.0
14-02-2019 20:00,1931.0
08-05-2022 16:00,1420.0
29-03-2022 19:00,1411.0
23-11-2018 09:00,1544.0
03-12-2018 17:00,1731.0
23-03-2018 02:00,1531.0
31-12-2020 07:00,1416.0
05-08-2020 20:00,2069.0
04-10-2018 23:00,1718.0
14-11-2021 07:00,1498.0
10-06-2022 05:00,1184.0
20-09-2020 01:00,1337.0
26-10-2019 01:00,1212.0
30-09-2019 18:00,1593.0
07-03-2022 06:00,1267.0
03-05-2018 08:00,1434.0
16-11-2017 07:00,1721.0
15-08-2019 07:00,1383.0
01-03-2018 23:00,1713.0
13-10-2021 20:00,1525.0
07-08-2022 09:00,1538.0
13-01-2020 16:00,1898.0
06-10-2018 22:00,1894.0
29-06-2022 09:00,1557.0
20-02-2021 12:00,1423.0
20-08-2022 04:00,1248.0
08-03-2019 21:00,1670.0
08-07-2021 09:00,1877.0
14-02-2022 22:00,1531.0
23-02-2020 22:00,2075.0
31-01-2019 04:00,1633.0
08-06-2022 12:00,1567.0
23-11-2020 03:00,1325.0
21-04-2022 21:00,1454.0
14-05-2018 10:00,1668.0
17-09-2021 19:00,1843.0
12-02-2022 16:00,1429.0
21-10-2020 01:00,1201.0
23-10-2019 17:00,1584.0
21-09-2022 14:00,2086.0
24-07-2022 04:00,1438.0
06-07-2018 14:00,2374.0
26-05-2018 07:00,1199.0
26-08-2019 09:00,1786.0
27-08-2019 09:00,1948.0
29-06-2019 15:00,2140.0
03-12-2020 15:00,1688.0
14-10-2020 18:00,1543.0
07-06-2021 08:00,1494.0
15-07-2021 12:00,2224.0
04-03-2020 08:00,1789.0
01-01-2018 04:00,1368.0
04-05-2020 02:00,1146.0
27-08-2019 15:00,2569.0
01-01-2020 07:00,1550.0
18-01-2020 06:00,1307.0
03-12-2018 15:00,1713.0
10-04-2022 17:00,1558.0
18-11-2020 10:00,1547.0
06-07-2022 17:00,2126.0
30-01-2018 05:00,1377.0
10-12-2020 23:00,1505.0
02-12-2020 17:00,1596.0
11-11-2021 06:00,1263.0
04-07-2018 02:00,1711.0
19-03-2022 20:00,1536.0
18-03-2022 18:00,1492.0
16-01-2018 10:00,1805.0
24-09-2019 08:00,1476.0
13-09-2021 15:00,2085.0
15-07-2019 02:00,1556.0
11-11-2017 05:00,1270.0
11-07-2018 21:00,1905.0
15-04-2019 07:00,1454.0
15-12-2021 18:00,2107.0
04-10-2018 04:00,1365.0
25-10-2018 06:00,1503.0
03-11-2018 16:00,1449.0
13-01-2019 06:00,1594.0
09-01-2021 00:00,1467.0
11-10-2020 17:00,1334.0
29-03-2022 13:00,1497.0
09-08-2020 09:00,1544.0
05-09-2021 11:00,1522.0
15-02-2022 08:00,1602.0
14-10-2021 22:00,1396.0
08-09-2020 13:00,2480.0
07-10-2020 09:00,1500.0
04-03-2021 23:00,1527.0
15-03-2020 23:00,1517.0
20-08-2022 18:00,2094.0
13-05-2020 08:00,1435.0
23-08-2020 11:00,1488.0
27-04-2022 14:00,1727.0
20-07-2021 01:00,1612.0
27-04-2018 12:00,1468.0
05-04-2018 01:00,1435.0
18-03-2020 06:00,1511.0
01-11-2018 14:00,1662.0
17-07-2018 11:00,2471.0
20-05-2021 02:00,1133.0
30-07-2018 14:00,1963.0
04-07-2021 11:00,1463.0
07-11-2021 19:00,1560.0
17-08-2018 20:00,1691.0
13-07-2021 04:00,1700.0
27-09-2021 03:00,1171.0
17-07-2021 15:00,2145.0
18-07-2018 08:00,2079.0
17-05-2022 21:00,1979.0
23-03-2019 23:00,1711.0
13-08-2020 00:00,1565.0
26-06-2019 06:00,1532.0
29-04-2019 13:00,1659.0
17-07-2022 01:00,1581.0
08-05-2021 00:00,1215.0
25-01-2021 22:00,1679.0
02-02-2022 20:00,1779.0
03-04-2021 14:00,1425.0
05-09-2018 12:00,1875.0
23-05-2022 19:00,1582.0
09-11-2017 01:00,1711.0
